 ID;Header;Content;Time;Time since occasion;Comments;Likes;Link;label;news refutation;Topic;;;
 37;Володин назвал частичную декриминализацию статьи 282 УК примером для других стран;Принятие Госдумой президентского пакета законопроектов по частичной декриминализации 282 статьи Уголовного кодекса РФ (Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства), устанавливающей ответственность за экстремизм, является примером для зарубежных коллег. Такое мнение в четверг высказал журналистам спикер нижней палаты парламента Вячеслав Володин.  Он назвал законодательство в этой сфере достаточно молодым. По его словам, оно совершенствуется, исходя в том числе из его правоприменительной практики. Принятие этих поправок - пример для наших зарубежных коллег, у которых действуют более жесткие санкции за неосторожные публикации в социальных сетях, - заявил Володин.  Он напомнил, что Госдума приняла в I чтении пакет из двух законопроектов президента, которые направлены на гуманизацию уголовного законодательства. По словам Володина, инициатива Владимира Путина позволит исключить случаи, когда человек получает реальный уголовный срок за публикацию в интернете. В случае, если это произошло в первый раз, в качестве наказания выпишут штраф, подчеркнул спикер.  Володин также напомнил, что вокруг этой нормы уголовного законодательства возникла дискуссия, многие высказывали разные инициативы. Глава государства, по его словам, предложил вариант решения вопроса, который нашел поддержку у всех политических фракций Госдумы.;15.11.2018;13:40;;;https://tass.ru/obschestvo/5796368;Fake;https://theins.ru/antifake/127759;Политика;;;
 38;Делегация Бундестага в следующем году посетит Крым;Делегация Бундестага Германии посетит в следующем году Крым, сообщил немецкий политик, глава фракции партии Левые в парламенте Квакенбрюка Андреас Маурер на встрече с российским сенатором от Севастополя Ольгой Тимофеевой. Андреас Маурер рассказал, что делегация Бундестага планирует посетить Крым в будущем году, — говорится в сообщении пресс-службы Совета Федерации. Как подчеркнул Маурер, у представителей Бундестага будет возможность лично убедиться в происходящих на полуострове изменениях и составить объективную картину. Как отметил немецкий политик, в западных СМИ с позицией неприятия крымского референдума и выборов в ЛНР и ДНР зачастую выступают политики, которые ни разу не были ни в Крыму, ни на Донбассе и не знают реальной ситуации. Кроме того, политики и СМИ, настроенные против России, дезинформируют своих граждан в отношении официальных международных соглашений. Например, говорится, что выборы на Донбассе противоречат минским соглашениям, но на вопрос, в чем именно состоит это противоречие, они теряются и не могут ответить. Или отвечают, что согласно этому документу Крым должен быть возвращен Украине. Многие просто не читали текст минских соглашений. В этом документе нет ни слова о Крыме, — заявил Маурер;27.11.2018;13:36;;;https://ria.ru/20181127/1533605787.html;Fake;https://theins.ru/antifake/129786;Крым;;;
 39;На Украине радикалы осаждают торговые центры;Нынешний президент Украины знает секрет самого прибыльного бизнеса. У предыдущего тоже все было неплохо. Золотые батоны и другие чудеса – все видели. Но надо отдать должное — нынешний превратил эти самые батоны предшественника в чугунную гирю, которую в “Золотом теленке” пилили концессионеры.  Вот, например. Есть у Петра Алексеевича банк. Точнее, был. “Мрия” назывался. Он его продал нашему банку ВТБ. За $70 миллионов. Теперь его забрали назад. В рамках борьбы с российской угрозой. Опять можно продавать. Потом отнимать. Потом опять, и так до конца президентского срока. Сколько успеешь. И это всего один банк. А сколько еще всего? Какие бизнес-перспективы открываются, а?»;27.11.2018;21:20;;;https://www.1tv.ru/news/2018-11-27/356370-na_ukraine_radikaly_osazhdayut_torgovye_tsentry;Fake;https://theins.ru/antifake/129803;Украина;;;
 40;Как и зачем Петр Порошенко форсирует события с предоставлением раскольнической церкви автокефалии;«Президент Порошенко торопится получить долгожданный Томос, чтобы использовать его в своих политических целях. Причем торопится настолько, что выдает желаемое за действительное.  О том, с каким нетерпением украинский президент ждал завершения синода Константинопольского патриархата, можно судить хотя бы по той скорости, с которой он собрал в Киеве брифинг для журналистов. Иерархи еще даже не успели покинуть резиденцию в Стамбуле, а Петр Порошенко уже вещал перед телекамерами об очередной «перемоге», то есть победе.  «Принято историческое решение о создании автокефальной Украинской православной церкви. Утвержден текст Томоса о предоставлении независимости Украинской церкви. Также принято решение о созыве объединительного собора. Дату его проведения вскоре объявит Вселенский патриарх Варфоломей», – заявил Порошенко.  Тут, конечно, президент Украины явно, как говорится, бежал впереди паровоза. Если в Константинополе услышали эти слова, то, как минимум, должны были удивиться тому, что, оказывается, они уже утвердили текст Томоса. А ведь этот вопрос в повестке синода даже не значился. Правда лишь в том, что иерархи действительно писали текст, но совсем другого содержания. И об этом четко сказано в коммюнике по итогам заседания.  «В рамках ранее принятого решения Вселенского патриархата предоставить автокефалию церкви Украины и в ожидании издания патриаршего и синодального Томоса, Святейший и Священный Синод составил конституционный устав церкви», – говорится в документе.  Устав, предложенный Константинополем, это еще не Томос, а всего лишь документ, который может лечь в основу новой церкви. И этот устав еще предстоит обсудить, доработать и утвердить на объединительном соборе, выбрать предстоятеля и только после можно начинать говорить об автокефалии. Но то ли Порошенко не видел текста коммюнике, то ли не понял смысла слов: «в ожидании выдачи Томоса», но эмоциональный накал его речи вскоре достиг своего пика».   ;30.11.2018;9:20;;;https://www.1tv.ru/news/2018-11-30/356519-kak_i_zachem_petr_poroshenko_forsiruet_sobytiya_s_predostavleniem_raskolnicheskoy_tserkvi_avtokefalii;Fake;https://theins.ru/antifake/130196;Украина;;;
 41;Европарламенту предложили рассмотреть поправку о снятии санкций с России;. Европарламенту предложили отменить антироссийские санкции. Он отметил, что санкции не достигают ничего, кроме экономического кризиса, который затрагивает экспортеров. ЕП считает, что в общих интересах ЕС и России укреплять отношения, соответствующие международному праву, — говорится в поправке. В свою очередь, депутат от Нидерландов Йоханнес Корнелис ван Баален в своей поправке, напротив, предложил продлевать антироссийские санкции, пока Москва не выполнит Минские соглашения. Отношения России и западных стран ухудшились из-за ситуации на Украине и вокруг Крыма. Запад ввел санкции, на что Москва ответила продэмбарго, взяв курс на импортозамещение. Российские власти не раз заявляли, что разговаривать на языке санкций контрпродуктивно. Кроме того, Москва утверждает, что не является стороной конфликта на Украине и субъектом Минских соглашений по урегулированию. В последнее время в Евросоюзе все чаще звучат мнения о необходимости отмены антироссийских санкций.;7.11.2018;12:30;;;https://ria.ru/20181107/1532268887.html;Half-Fake;https://theins.ru/antifake/126194;Политика Санкции;;;
 42;Финская церковь опровергла слова Порошенко о ее позиции об автокефалии;Финляндская православная церковь (ФПЦ) не делала официальных заявлений об автокефалии на Украине, сообщил РИА  Новости представитель церкви диакон Владимир Сократилин.  «Официальная позиция: следим за развитием ситуации, молимся за сохранения мира и единства в Церкви», — сказал он и добавил, что прошедшая в Хельсинки встреча Порошенко и архиепископа Льва носила закрытый и неофициальный характер.  Накануне в Киеве сообщили, что предстоятель ФПЦ архиепископ Лев подтвердил Петру Порошенко, что поддерживает автокефалию неканонической церковной структуры на Украине. Однако ранее в Финляндской православной церкви заявляли, что надеются на нормализацию отношений всех сторон и готовы строить конструктивные отношения с Русской православной церковью».   ;8.11.2018;1:30;;;https://ria.ru/20181108/1532325575.html;;https://theins.ru/antifake/126522;Церковь  Украина;;;
 43;Британские политологи раскрыли причины ненависти Запада к России;Запад ненавидит Россию, потому что она не делает то, что ей говорят. Об этом заявляют политологи Ти Джей Коулз и Мэттью Элфорд в своей книге Union Jackboot: What Your Media and Professors Don't Tell You About British Foreign Policy, отрывок из которой приводит издание CounterPunch. Коулз отмечает, что в Великобритании Россию считают врагом уже с начала XX века, а британские историки называют тот период первой холодной войной. В то время страны вели борьбу за стратегические ресурсы и торговые пути, а с приходом к власти большевиков Россия стала представлять еще и идеологическую угрозу. В частности, политолог приводит в пример британскую партию лейбористов, созданную в 1900 году, которую Уинстон Черчилль называл прикрытием для большевиков. Кроме того, Великобритания первой использовала химическое оружие на территории России, когда проводила операцию в поддержку Белой армии. При этом Черчилль открыто называл это оружие правильным лекарством. Но сегодня почему-то все говорят о том, как Москва угрожает Западу, скажем, своим Новичком, — недоумевает Коулз. После ухода с поста президента России Бориса Ельцина страна начала двигаться к экономическому национализму, рынки перестали быть свободными, американским корпорациям пришлось иметь дело с нововведенными пошлинами, отмечает эксперт. Вот что стало реальной угрозой, но общественности такого говорить нельзя — что Запад ненавидит Россию, потому что она не делает, что ей говорят. Реальная цель в отношении Москвы заключается в сохранении экономической гегемонии США и культуры свободного рынка, в то время как лично для себя Соединенные Штаты и дальше будут оставаться протекционистами. Кроме того, Коулз подвергает критике и военные действия Запада. По его словам, американские военные специалисты еще много лет назад говорили, что любые попытки НАТО влиять на Украину приведут к аннексии Крыма. И сейчас Москва не внезапно нападает на Киев, а демонстрирует свою реакцию на действия НАТО.;10.11.2018;1:30;;;https://ria.ru/20181110/1532509183.html?utm_source=yxnews&utm_medium=desktop;Fake;https://theins.ru/antifake/126913;Общество Великобритания;;;
 44;Президент Австрии не собирается обсуждать с Путиным в Париже дело о шпионаже;Президент Австрии и верховный главнокомандующий австрийской армии Александер Ван дер Беллен не собирается обсуждать с президентом России Владимиром Путиным в Париже дело об австрийском отставном офицере, который подозревается Веной в шпионаже в пользу России.  Нет. Когда несколько десятков глав государств и президентов будут в Париже, у нас [с Путиным] не предполагается двусторонней встречи, - сказал Ван дер Беллен в эфире австрийской общественной радиостанции О-1, отвечая на вопрос, будет ли он обсуждать с президентом РФ дело о подозреваемом в шпионаже отставном австрийском полковнике.  Ван дер Беллен также призвал не драматизировать вопрос об отношениях с Россией.  Эту аферу [дело о подозрении в шпионаже] следует сначала расследовать. Посмотрим, есть ли в ней нечто большее, чем, так сказать, выдуманная история, тогда нужно будет принимать соответствующие меры, - ответил президент страны. - Сейчас надо расследовать: правда ли это, правильно ли обвинение, к какой информации был доступ у затронутого офицера - касается это национальных австрийских дел или это касается разных переговоров, например, с НАТО, - все это надо выяснить. В настоящий момент я не вижу поводов это драматизировать.  По его словам, было бы лучше, если бы предполагаемая деятельность отставного офицера была раскрыта австрийской разведкой, но для таких случаев как раз существует сотрудничество с партнерскими разведслужбами. Безусловно, было бы лучше, если бы мы сами смогли раскрыть это, при условии, что здесь есть что-то серьезное для раскрытия. Однако это соответствует сотрудничеству разведывательных служб, что мы получили такую информацию, - отметил президент Австрии, говоря о том, что сведения в Австрию о предполагаемом шпионе поступили из другой страны.  Верховный главнокомандующий вооруженными силами Австрии в целом доволен работой спецслужб страны: Службой военной контрразведки и Службой военной разведки. Упомянутые вами службы являются разведывательными службам в структуре министерства обороны. Я считаю, что они делают хорошую работу. Во время важных зарубежных визитов я регулярно контактирую с такими коллегами, и они предоставляют мне информацию, о которой я не могу узнать из газет, - рассказал Ван дер Беллен.  11 ноября в Париже будут проходить торжества по случаю 100-летия окончания Первой мировой войны. Кроме того, там откроется Парижский форум мира. В мероприятиях примут участие президент РФ Владимир Путин и президент Австрии Александер Ван дер Беллен.;10.11.2018;10:30;;;https://tass.ru/mezhdunarodnaya-panorama/5778349;Fake;https://theins.ru/antifake/126907;Политика;;;
 45;В Сирии начали съемки для новой провокации с химоружием;«“Белые каски” приступили к постановочным съемкам для провокации с химоружием, в которых принимают участие некие люди, неизвестные местным жителям. Об этом рассказал руководитель российского Центра по примирению враждующих сторон в Сирии генерал-лейтенант Владимир Савченко.  По его словам, на линии разграничения в районе населенного пункта Мареа террористы намерены спровоцировать сирийских военных, чтобы те открыли ответный огонь. После этого на территории, подконтрольной незаконным бандформированиям, будет инсценирован артиллерийский обстрел снарядами с ядовитыми химикатами. Ответственность за это планируется возложить на подразделения вооруженных сил Арабской республики.  “После этого миру опять предъявят очередных жертв применения ‘химического оружия’ правительственными войсками”, — подчеркнул Савченко».;29.10.2018;23:30;;;https://ria.ru/20181029/1531731762.html;Half-Fake;https://theins.ru/antifake/124942;Сирия;;;
 46;По данным Минобороны РФ, «Белые каски» готовят новую провокацию с использованием отравляющих веществ в Сирии;Как сообщили в российском Центре по примирению враждующих сторон, боевики планируют новые провокации в Идлибской зоне деэскалации. Информация о постановке с использованием отравляющих веществ поступила от жителей провинции Алеппо. В район уже прибыли пресловутые «Белые каски» и начали некие съемки, в которых участвуют люди, незнакомые местным жителям. А чуть ранее в три населенных пункта на закрытых грузовиках доставили емкости с отравляющими веществами, предположительно с хлором. «Боевики спровоцируют ответный огонь военнослужащих сирийской армии. Затем на территории, подконтрольной незаконным вооруженным формированиям, будет инсценирован артиллерийский обстрел снарядами с отравляющими веществами, якобы произведенный со стороны подразделений вооруженных сил Сирийской Арабской Республики. После этого миру опять предъявят очередных жертв применения «химического оружия» правительственными войсками», — было заявлено на брифинге Центра примирения враждующих сторон в Сирийской Арабской Республике 29 октября 2018 года. Тем временем агентство «Сана» сообщило: так называемая западная коалиция во главе с США нанесла удар с воздуха по городу Хаджин в провинции Дейр-эз-Зор, использовав боеприпасы с запрещенным белым фосфором. По данным сирийских СМИ, обстрел длился несколько часов. Сведений о погибших нет. Меньше месяца назад западная коалиция, которой руководят американцы, уже наносила удар по тому же городу и тоже фосфорными боеприпасами. Тогда Дамаск обратился в ООН с требованием провести тщательное расследование незаконных действий Соединенных Штатов в республике.;30.10.2018;9:20;;;https://www.1tv.ru/news/2018-10-30/354830-po_dannym_minoborony_rf_belye_kaski_gotovyat_novuyu_provokatsiyu_s_ispolzovaniem_otravlyayuschih_veschestv_v_sirii;Half-Fake;https://theins.ru/antifake/124942;Сирия;;;
 47;14 российских университетов вошли в список лучших в мире вузов;«14 российских вузов вошли в рейтинг лучших университетов мира — Best Global Universities. Всего в него вошли 1250 высших учебных заведений более чем из 60 стран. Самую высокую среди наших университетов строчку занимает МГУ им. Ломоносова, чуть ниже расположился исследовательский ядерный институт МИФИ, далее — Новосибирский государственный университет. В список лучших вузы попадают исходя из 13 показателей; помимо очевидных, это «и мировая, и региональная репутация». Кстати, в рейтинге лидеров по Восточной Европе и Центральной Азии МГУ оказался на первом месте».;31.10.2018;7:20;;;https://www.vesti.ru/videos/show/vid/775132;Half-Fake;https://theins.ru/antifake/125145;Общество Образование;;;
 48;В Великобритании набирает обороты борьба с российскими СМИ;«Медиарегулятор Офком собирается принять меры не только в отношении RT, но и против двух других наших телеканалов: РЕН ТВ и НТВ-МИР. Об этом со ссылкой на Би-би-си сообщает агентство ТАСС. О том, что Офком ведет расследование еще и в отношении этих каналов в ходе слушаний в парламенте заявила глава регулятора Шерон Уайт. По ее словам, в Офком поступили некие жалобы на наших коллег, якобы они не были беспристрастны. Впрочем, в чем именно заключаются претензии, чиновник не сообщила.  Что касается RT, по словам Уайт, сейчас идет расследование 10 случаев. Темы понятны — Сирия, Украина и дело Скрипалей. На канале все обвинения отвергают, а многие обычные телезрители в Великобритании уверены: нападки на RT связаны с тем, что его журналисты дают альтернативную точку зрения».;1.11.2018;12:08;;;https://www.1tv.ru/news/2018-11-01/354973-v_velikobritanii_nabiraet_oboroty_borba_s_rossiyskimi_smi;Half-Fake;https://theins.ru/antifake/125380;Общество Великобритания;;;
 49;Это реальная угроза. Латвия захлебнулась в русофобских скандалах;Русскоязычным жителям Латвии снова прямым текстом указали на место. Спойлер: не почетное. Журналисты, политики, деятели культуры будто соревнуются друг с другом в русофобских высказываниях. Говорить можно все, ведь подобные выходки всегда остаются безнаказанными. Как в прибалтийской республике на государственном уровне фактически поощряется ненависть к русским, — в материале РИА Новости. rightПоследний инцидент такого рода связан с Марой Кронтале, 40 лет проработавшей диктором новостей на государственном Латвийском радио. Речь Кронтале считается в республике эталоном правильного латышского: в свое время именно она озвучивала объявления в общественном транспорте Риги. Бывшая радиоведущая слыла человеком интеллигентным. Поэтому многих неприятно поразил оставленный ею недавно в социальной сети твит. Кронтале призвала полностью очистить Латвию от этнических русских. При этом она сослалась на исторический пример, когда в 1939-1940 годах из прибалтийских стран репатриировали в Германию остзейских (балтийских) немцев. В общей сложности из Эстонии, Латвии и Литвы тогда уехали 75 тысяч человек. Мы освободились от балтийских немцев. Почему так же не можем освободиться и от русских? Понимаю, что сейчас меня съедят за расизм или нацизм, но все-таки?, — задалась вопросом Кронтале. При этом некоторые подписчики возмутились не самим призывом к этнической зачистке, а тем, что Кронтале приравняла русских к немцам. Немцы, в конце концов, были и являются культурным народом, которые не ведут себя, как вши. Но русские — паразиты, роящиеся там, где их меньше всего ждут, — прокомментировала запись некая L?gLberga.;2.11.2018;8:00;;;https://ria.ru/20181102/1531935971.html;Fake;https://theins.ru/antifake/125562;Общество;;;
 50;Лавров рассказал об ущербе ЕС от антироссийских санкций; Евросоюз, согласно некоторым оценкам, потерял от санкций в отношении России больше 100 миллиардов евро, заявил глава МИД РФ Сергей Лавров. Цифры потерь государств Евросоюза от санкций называются различные. По некоторым оценкам, речь идет о сумме, значительно превышающей 100 миллиардов евро. Важно, чтобы это понимание пришло, наконец, к европейским политикам, — заявил Лавров в интервью испанской газете  El Pais. При этом, по его оценке, деловые круги в Европе близки к объективной оценке ситуации. Показателен в этом плане августовский доклад Восточного комитета германской экономики, в котором содержится призыв пересмотреть стратегию ЕС в отношении нашей страны, приступить к развитию полноформатного экономического сотрудничества, — отметил глава МИД РФ.;5.11.2018;22:00;;;https://ria.ru/20181105/1532161634.html;Fake;https://theins.ru/antifake/126020;Политика  Санкции;;;
 51;Половину россиян, проживающих в Лондоне, заподозрили в сотрудничестве с российскими спецслужбами;Около половины из 150 тысяч россиян, проживающих в Лондоне, могут сотрудничать с российскими спецслужбами, говорится в докладе, подготовленном британским Обществом Генри Джексона. По оценкам экспертов, число профессиональных сотрудников российских спецслужб, работающих в Великобритании, с 2010 года увеличилось в пять раз, до 700 человек.  Согласно докладу, сбором секретных сведений занимается не меньше половины людей, числящихся в посольстве России. При этом разведка и контрразведка Великобритании в 52 раза меньше, чем российские органы.  Общество Генри Джексона, основанное в 2005 году при Кембриджском университете, занимается исследованием британской внешней политики. Организация названа в честь американского сенатора Генри Джексона, соавтора поправки Джексона-Веника, запрещавшей поставки некоторых видов советской продукции в США из-за нарушений прав человека в СССР.  В марте после отравления Сергея и Юлии Скрипалей Великобритания выслала из страны 23 российских дипломата.;6.11.2018;11:38;;;https://meduza.io/news/2018/11/06/polovinu-rossiyan-prozhivayuschih-v-londone-zapodozrili-v-sotrudnichestve-s-rossiyskimi-spetssluzhbami;Half-Fake;https://theins.ru/antifake/126068;Общество Великобритания;;;
 52;США морально готовят себя к войне с Китаем;Высока вероятность того, что США будут в состоянии войны с Китаем через 15 лет. Об этом заявил генерал-лейтенант Бен Ходжес, бывший командующий сухопутными войсками США в Европе. Соединенным Штатам нужна очень прочная европейская опора. Я считаю, что через 15 лет, это не является неизбежным, но существует очень большая вероятность того, что США будут в состоянии войны с Китаем, — заявил генерал на Варшавском форуме по безопасности. Ранее сообщалось об интересных результатах опроса, согласно которому 46% американских военнослужащих считают возможной большую войну уже в следующем году, хотя еще год назад такую точку зрения высказывали лишь 5% опрошенных. Основных противников у американцев два – Россия и Китай, сообщает ТАСС.;25.10.2018;4:34;;;https://www.vesti.ru/doc.html?id=3075661#;Half-Fake;https://theins.ru/antifake/124108;США Полтика;;;
 53;В США допустили начало войны с Китаем;Генерал-лейтенант армии США в отставке, бывший командующий сухопутными войсками в Европе Бен Ходжес заявил на Варшавском форуме по безопасности, что вероятность начала войны с Китаем в течение ближайших пятнадцати лет очень высока. Об этом сообщает Sputnik International. Экс-генерал призвал Европу уделять больше внимания собственной обороне, потому что США необходимо сосредоточиться на Тихоокеанском регионе и китайской угрозе. Соединенным Штатам нужна очень прочная европейская опора. Я считаю, что через 15 лет это не явится неизбежным, но существует очень большая вероятность, что США будут в состоянии войны с Китаем, — заявил Ходжес.  Он также добавил, что, несмотря на смещение геополитических приоритетов, приверженность США Североатлантическому альянсу остается непоколебимой.  Ранее опрос Military Times показал, что почти половина американских военнослужащих считает, что их страна вскоре будет вовлечена в полномасштабную войну.;25.10.2018;10:19;;;https://ria.ru/20181025/1531435324.html;Half-Fake;https://theins.ru/antifake/124108;США Политика;;;
 54;В Раде раскритиковали заявление Хуга об отсутствии российских ВС в Донбасс;«Первый вице-спикер Верховной рады Украины Ирина Геращенко назвала “ущербным и неудачным” заявление замглавы миссии ОБСЕ Александра Хуга о том, что наблюдатели организации не обнаружили в Донбассе доказательств российского присутствия.  Ранее Хуг в интервью журналу Foreign Policy отметил, что ОБСЕ не увидела прямых доказательств российского присутствия на востоке Украины. Позже журнал удалил это высказывание. В издании сообщили, что “оно не передавало ту точку зрения, которую он хотел обозначить”. Хуг также говорил, что члены миссии видели на востоке Украины людей в куртках с опознавательными знаками Российской Федерации, добавив при этом, что “такие куртки можно купить везде”».;26.10.2018;12:30;;;https://ria.ru/20181026/1531539504.html;Fake;https://theins.ru/antifake/124291;Украина;;;
 55;Советник главы МВД Украины призвала взрывать военные склады в России;Советник министра внутренних дел Украины Татьяна Черновол выступила с призывом взрывать российские военные склады. Она напомнила, что в последнее время участились случаи взрывов в украинских хранилищах боеприпасов и попыталась связать происходящее с Россией. Знаете, такие же склады есть на оккупированной территории, которые стреляют в нас, такие же есть на границе с Украиной с российской стороны, те, что стреляют в нас, — заявила Черновол в эфире программы Эхо Украины на телеканале Прямой.  При этом чиновница пожаловалась, что не произошло никакого ответа на диверсии на украинских складах. Коррупция и подстрекательство Первый зампред думского комитета по обороне Александр Шерин назвал ситуацию с регулярно загорающимися военными складами на Украине нечистым делом и предположил, что это происходит из-за коррупции. Если какая-то беда произошла, то, как в мире теперь заведено, вали все на Россию. Потом и яркое заявление украинским политикам можно сделать, и деньги списать на ликвидацию последствий. Уникальный метод получается, — сказал парламентарий RT. По словам Шерина, высказывание Черновол содержит подстрекательство к конкретным действиям.  Я считаю, что это требует тщательного расследования со стороны наших следственных органов, — отметил депутат, напомнив, что заявление Черновол соответствует призывам некоторых украинских политиков взорвать Крымский мост. Череда пожаров За последнее время на Украине случилось несколько крупных возгораний на складах, после которых Киев бездоказательно выдвигал обвинения в адрес России.  Последним таким ЧП стал пожар, произошедший 9 октября на военном складе возле Ични в Черниговской области. Кроме того, в мае случился взрыв в хранилище боеприпасов недалеко от села Старая Николаевка в Донецкой области.;28.10.2018;13:37;;;https://ria.ru/20181028/1531632112.html?utm_source=yxnews&utm_medium=desktop;Half-Fake;https://theins.ru/antifake/124512;Украина;;;
